tweet,label
«д« »Ќ» «бд«” «ббн » ѕЏнбн «жн ?,joy
1500 ѕжб«— гя«Ё«  Ёж—не бб»Ўбе «бг’—не  ”«—е ”гн— «бЁ«∆“е »»—жд“не «б«жбнг»н«ѕ  «б”н”н ен«ќѕег где« Џ‘«д Ён «“ге ѕжб«—«   «б”н”н Џ«— жѕг«—,sadness
Maryoum г—нг Џжнѕ«  »—ѕн Џбн ёб»я  џ—ѕнд Џ‘«д   ”»»нд Ё де Ќд« жг«негд« «б« д—»ня  ж»”,anger
rak: жбён хе нжг«р Ёбг «‘Џ—ъ »г« Ќжбн! жб« » ’—хшг «б”«Џ« ц! «д  д”н «б“г«д »ё—»е «д  ’»Ќ «б”«Џ« х я«ббЌў« ц!,love
ќ«нЁ «д« ќ«нЁ бж «г‘н бя ”дннд жнћЁ ёб»н гд «бўг« ж«д“Ё Ќдннд г«дб ён,fear
«бж«Ќѕ нЁ я— я—г ћ«»— ж»Џѕнд н‘жЁ «бг’«—Џнд «бг’—ннд «ббн »нбЏ»ж« Ён «б«жбнг»н«ѕ ѕбжё  жн дяѕ,sadness
": яд  ќ«нЁ б« «Ёёѕя Ќ шн Ёёѕ я°жгд Ёёѕ я г«»ён ‘н «ќ«Ёе!",fear
Sy:     н« «ббе!!!! ЌЁўяг «б—Ќгд Ќё«р ёбжжжжж»д« гЏяг ж бн” »«бнѕ Ќнбе : ( «” жѕЏд«яг «ббе «б–н ?  ÷нЏ жѕ«∆Џе..,sympathy
гЁн‘ ёд«е гЁ жЌе е –нЏ ЌЁб «Ё  «Ќ «б«жбнг»н«ѕњ,none
A Sanad «д« ќ«нЁе гд —ѕ ЁЏбе« ж«ббе,fear
«д н яг«д ж«ббе н«»”»ж”е,joy
: дћжЏ дћжЏ «бгег дяжд????  «б”н”н ћ«»е« «б«—÷,anger
«б«?ж—е.. еж г‘ б”е 4 г« ‘« њњ,surprise
Brk24: гг—÷«  н»янд «Ћд«Ѕ «ќ—«ћ «б—хш÷Џ ж«бќхѕшћ гд «бЌ«÷д«  »”»» «бё’Ё «бг” г— Џбн «бг—«я“ «б’Ќне Ён  Ќб».  Ќб»  Ќ —ё  Ёнѕнж  гб«Е,sympathy
«Ќн«д«р нх»Џѕ «ббе Џудя гуд  хЌ» бнх—ня гуд нхЌ»я  ) Ёгуд  уЌ»е ”ун—Ќб гу н г« «—«ѕ ! жбяд гуд нхЌ»я ”ун»ён Ќу н  у—Ќб «д   )   Ёя— .Е,love
eloziry: 6  ѕя ж—е ед«Ѕ  «я — «б‘ќ’н«  «б«я нЁ Џдѕн  «еб«жне ’гнге  —жЌе« ћгнбе —»д« нжЁёя ж Ќёён «Ќб«гя????????,joy
«бнгнд Ён «”—«∆нб ”нћд гд ё’нѕе .. б»н—г«д «бѕ«Џ‘н ж“н— «бѕЁ«Џ ћд ћджде б«–«Џе ё’нѕе «б‘«Џ— «бЁб”Ўндн «бЏўнг...,surprise
": * «д  Ќ«ће бж  ћндн »” г—е .. «я Ён Ён ћн я Џд ° яб Ќ«ће ! ..Щ",love
imran   «д« г‘ Ё«еге ????,surprise
"28 гнѕ«бне ж 23 ѕе» ° «б«Џўг Ён  «—нќ «б«жбнг»н«ѕ ж «Џўг —н«÷н Ён «б «—нќ ќ«—ћ «б д”",none
ѕе »нендже ѕбжё н ж»нќбже н–нЏ «бЏ«» џ—н»е Ён «б«жбнг»н«ѕ жя«д г—«”б ё»б г« н—ћЏ нЏбё,none
«“«н «бж«Ќѕ нёѕ— г«нЌ»‘ «б«жбнг»н«ѕ «ж г«нЌ»‘ «б—н«÷е »‘яб Џ«г !,surprise
н«—» нЏѕн яб ‘н Џбн ќн— жг«н”н— «бн ќ«нЁе где ..,fear
’»«Ќ «ббЌў«  «б”Џнѕе »’хЌ»е гд дхЌц»ъ .. ’»«Ќн «д хгъ .. ’»«Ќяг  Ќх»ъ????..,love
HMD  еж гд ѕг— дЁ”е ё»б «б«’«»«   ѕг—е  —я Ў—нё «б‘е—е ж« ће бб«гж«б бгд «д ёб гд « б няж «бн гжд«яж ж—Ё÷ Џ—ж÷ гд ÷где« Џ—÷ ббг«д,sympathy
»«»« б”е ѕ«ќб «б»н  ѕбжё н Ё№ ‘«Ё «б бЁ“нжд Џбн «б«жбнг»н«ѕ Ё№ »ѕжд ”»» ж«ббе г« «Џ—Ё «‘гЏдн ё«бн ен «”—«∆нб г‘«—яењ   «е.. я‘— ж”я  :)),sadness
«б«“е— нЌ”г «бћѕб: «бг’—н «ббн —ЁЏ Џбг «б”Џжѕне Ён «Ё  «Ќ «б«жбнг»н«ѕ ‘—гжЎ,anger
«ббн —ЁЏ Џбг «б”Џжѕне гЏ »ЏЋе г’— Ён «б«жбнг»н«ѕ ѕе гд  н—«д ж’д«Ён—,none
«—Ќгж« гд Ён «б«—÷ н—Ќгяг гд Ён «б”г«Ѕ  «б—Ќге,sympathy
":   bukairy «б”жге «Ќѕ «Ё÷б «бгЌ —Ёнд «бн г—ж Џбн «бя—е «б”Џжѕне ° б«Џ» гќб’ бд«ѕне «яЋ— гд »Џ÷ «ббЏн»е «бгЌбннд",joy
«б«жбнг»н«ѕ »«бд”»е бн« Ён «бЁ—ће »д«  »ѕж— Џбн гд«Ё”«  «б»д«  « Ё—ћ Џбне« ж«”н» гдЁ”«  «б—ћ«бе »«” Ћд«Ѕ «бяж—е ??,none
" ћбн«  «бЌ» «д  б«  ” ЎнЏ «д  гбя ° ЁёЎ  ” ЎнЏ «б”г«Ќ бе »«д н ћбн Ён Џ«бгя.",love
"«д «б‘нЅ «бгƒбг ћѕ«р° еж «б‘жё б‘ќ’ ёѕ —Ќб Џд е–е «бЌн«е.  ”бг«д «б»Ќн—н  «б‘жё  «бЁёѕ  «б—Ќнб",sadness
Ён ядЁ «б«бе яб ‘нЅ ћгнб ж  «б»џ÷.  джд,love
«»ж џ«“н «г”я «Џ’«»я б«  еж— ????,fear
жћее «бдў— «бЋ«дне «д «б«жбнг»н«ѕ гЏгжбе Џ‘«д «бЌ«ћ«  «ббн ‘»е ѕн «дд« дд”н  Џ’»д« ж ќб«Ё д« ж Ё—жё« д« ж д ћгЏ Ён Ќ«ће ж«Ќѕе  Ќ  —«н е«,none
«б«жбнг»н«ѕ ѕн Ќ«ће гг Џе ћѕ« Џбн Ёя—е »” гд џн— яж—е б«д «бяж—е Ёне« жЌ‘е,joy
гдн б« ёжб «бЌЎ№» Ў№«Ќ Џ« » Џбн янЁя ж—н№Ќ ÷гн№—я  «ќЎн  Ён Ќёя жЏннн  б««— №«Ќ н«бн дн гќЎн гЏ «д”№«д џн№—я,sadness
rm: « ”«∆бх ѕ«∆г«р : янЁ  х÷«Ѕ бнб н «б н нећ—е« ’ж я..!  џ№—«г,love
ед«я «‘ќ«’ н”Ќ—жд «бёб» гд «ббЌўе «б«жбн жнћѕѕжд Ёне «бЌн«е.  ћ»—«д,love
г—Џж»е ћѕ« гд ѕќжб Ё’б «б‘ «Ѕ   н«—» ”бг   ??,fear
г—Џж»е «ё”г »«ббе гд« г‘ Ё«еге «не «ббн н –«я— Ёне« «’б« —»д« н” — »ћѕ ??,fear
i9: нхжг бЁ«дцн «б÷шнё ”гждцн «бёЎхжЏ ж«д« ќ«нЁ нЁцн÷ ѕгЏн б«Ќяцн .,fear
"«бЌ» :н« н г—е ж«Ќѕе Ён «бЏг— «ж ёѕ б« н« н «»ѕ« Ёеж г« жё— Ён «бёб» ж’ѕёе «бЏёб °°° .",love
 ѕ«ЁЏ ёѕ«г «б«—ћд нд Ў»нЏн »”  ѕ«ЁЏ ёѕ«г я—н” «б »«б«” !!,surprise
«д  ёг—ег ябег »’ж   «’«бе  б«нЁег «бяб«г  «б«жб,love
н«ббе  ÷«гд гЏ яб«гя жЏ‘«д гЌѕ н”жн Ќ‘нн— бя ќб «”гя »«бЏ—»не Џ‘«д дЎ»ё яб«гя ’Ќ ж«д« гЏя р жџ«б»«р??,sympathy
‘бждяг гЏ «бд  ??   Џн” ??,sadness
Ёћ— «б”»  Ёне 206 »бѕ г‘нж« Ён Ў«»ж— «бЏ—÷ » «Џ «б«жбнг»н«ѕ г’— я«д ѕќжбе« Ён «бЎ«»ж— »«е  «я — гд »бѕ ’џн—е «”ге«  ждћ«,sadness
: гЏ  ‘ н  «бг— “ёе «бгЁя«  б»ж’бе «бЏѕ«Ѕ  »ён «бћ“н—е «бёд«е «бжЌнѕе «б н ‘—Ёе« д дн«еж  Ќў— ћгнЏ Ќ”«»«  ёд«е «бћ“н—е,anger
"«б«жбнг»н«ѕ «бћ«не «д ‘«Ѕ «ббе б«“г нѕќбж« Ёне« »Ўжбе бЌё «бгж»«нб ё»б г« нёЏ гдя ° гд «б»Ўжб«  «ббн Џг—н г« ея”»е« ... ќ«б’ ??",none
я»—  ж Џбг  «д ё”же «гн я«д  Ќх» жџ÷»е« Ќх» жЏё«»е« Ќх» жЌ» «гн еж «бЌ».,love
"Ў»  ‘нбн  я”» н«Џдн ° «бд «нћ  ќѕгег »«б‘яб ѕе !!",surprise
« Ё—ћ Џ де«∆н«  ”»«Ќе —ЁЏ «Ћё«б ”б«Ќ ‘н‘ «б«жбнг»н«ѕ гг Џе ћѕ« Ќёнёе .. ?,joy
ж«ббе ёб»н нжћЏдн ќ«нЁе ??,fear
г’— гя ”Ќе «бћгнЏ Ён «б«жбнг»н«ѕ ???????? ябе »нќ—ћ ж н—жЌ,none
«д”«дн я »ё  ћ—нге,sadness
«Ќ»я Ќх» «б”днцд Ќх» «ебд« «б«жбнцд Ќх» нЎжб »е«б”днцд жнденце Џхг—н «б«ќн—????,love
џ«н ж бж ‘Ёё«д Џбнд« г« «ўдя нжг  ”«Ё—,sadness
": °°  —Ќб «бЏ«бг «бя»н—  «Ќгѕ “жнб «б–н ё«б: «бџ—» бн”ж« Џ»«ё—е ждЌд б”д« «џ»н«Ѕ ™г ЁёЎ нѕЏгжд «бЁ«‘б Ќ н ндћЌ ждЌд дЌ«—» «бд«Е",sympathy
«Ќ»» хе« ж«ббе Ќ шн «ддн «Ќ»» х гд Ќ»н бе« .. гхџ «»е« «Ќ»» е   жеж «бя—нех  б«де дёшн ’ЌнЁ е« ж“«ѕ Ћж«»уе«  .??  џ“б  Ё’Ќн,love
ќ«нЁе Џбнћ ??,fear
«не ѕ« Ён «не ! ”б«г я !!,surprise
я«д «ббе Ён Џждег б«ћ∆нд гећ—нд н»ЌЋжд Џд Ќнбе ббЌн«е »я—«ге,sympathy
яЋн— »Ќ” «дж  дж«б «б“џ»н гя Ёне »дћ«Ќ« е« «ббн Ќёё д »«ж«ќ— «б ”Џнд«  Ќёё  дћ«Ќ ”«Ќё г«Ќёё ж «нш Ёд«де гд »Џѕ« б«дж я«д  жЌѕ« ќЁ жећ« ебё,love
K J 5: дЎ—Ќ «б”ƒ«б –« е Џбн  д«’— «бЏг— бЏбе нћ«ж» «ж н Ќ—я жнќ—ћ Џд ’г е жб« нЁ—ё Ён «бЁ жн ! еб  «—ѕжџ«д Ён гЏ”я— «бяЁ—њ????,anger
ahmed67 бж Џбн яѕе «бЏд «б»—«ѕЏн ж «бЏд Џ’«г Ќћн ж «б»«“ «’б ег« гЁѕж‘ г’— »—÷е џн— «д «Ќд« »д Ё‘ќ— »нег,anger
яб ‘нЅ ћгнб Ён «б‘ «Ѕ «б« «— ћ«Ё «бЁё—«Ѕ ???? «ббег «»”Ў ѕЁ∆ —Ќг я Џбн «бЁё—«Ѕ ж жгд б« г«жн бе,sympathy
яб г« « scroll time line «б«ён Ќѕ Ё «б«жбнг»н«ѕ ќ—ћ.. гЁн‘ «н Ё—Ќе  нћн »«бџбЎ Ќ н,sadness
ед«я гд н—нѕ  жбнЏ «б«ж÷«Џ Ён ёЎ«Џ џ“е » г—н— «б«ќ»«— «бя«–»е ћг«Џе «б—∆н” гЌгжѕ Џ»«”Е,anger
ќ«нЁе гд нжг «б ќ—ћ « гдн «д е«б”де  яжд «Ўжб ”де Ён Ќн« н ??,fear
"«д« гж гЌ «ћ гд ёб»я Ќд«д  «д« ё»б «Ќ «ћя °° «Ќ «ћ «Ќ н«ћя !",sadness
гд ќ» г’— бя—е «бнѕ Ё÷Ќд« Ё «б«жбнг»н«ѕ ж«ббе яд  Ё«я—ег »н —нёж« Џ «бЁн”???? ЎбЏ »ћѕ ????  OpeningCeremony  Rio2016 «б —дћ«  н«г«??????,sadness
бняд яб«гя гЏ гд Ќжбя Џдж«де ѕ«∆г«р «б«нћ«»не ж«б Ё«ƒб ..  ж«”«”е гЌ»е «бќн— ббџн— .. ’»№№№№«Ќ «б№№№ ќн—,joy
mansour98 »“г я ѕе яб«г !,surprise
‘ябе« е яжд «”жЅ г‘«—яе бг’— Ён «б«жбнг»н«ѕ,sadness
б« «б«жбнг»н«ѕ г‘ г‘Ё—е .. »  –«Џ Џ«ѕн «д« «гг «Ё—нён« е »ён Џ «бг«я” ж »«‘ —«я бжЌѕе«,none
«Џн» ж«ёжб ѕ« “г«де д”ндн.,sadness
nela90 ж«ббе яд  г—Џж»е,fear
нЏдн н« «г« «яжд Ё«д б‘« «н н« «г« г« «Ќ÷— «’б«њњ!!! «д« гЋб« я н— г Џ«ЎЁе гЏ г—  ж Ќ«»е ѕж— «—«” Џдћѕ,sympathy
Џг—н г’ѕё  «н Ќѕ »нёжб  ’—нЌ »н»ѕ« »»ћж“ «ж ? нћж“ .. Џ‘«д —«ня г‘ »«бёнге «ббн «д  г ќнбе« ѕне Џдѕн,anger
«б”н”н г«н—жЌ‘ н‘ќЎ Ён «б‘»«» «ббн Ён «б«жбнг»н«ѕ ѕжб нгяд нћн»жбд« гнѕ«бне жб« Ќ«ће ... жб« еж г«»н ‘Ў—‘ «б« Џ«бѕжб«—«  »” !!,none
÷нг  џ»де  ќн«де  ћбЎе  ’ѕге,sadness
hamdy  « гд«.бя.«г”не.”Џнѕе. ябе«.Ё—Ќ.ж”—ж—..,joy
бж —ЁЏе« дёЁб «б«жбнг»н«ѕ,none
: ћѕ«р «д  ћѕ дЁ”я г—џг«р Џбн  ћ«еб «‘ќ«’ я«дж« Ён нжг г÷н «ћгб «е г«г« я,sadness
»”гЏ «б —«я ѕ« »ё«бн ”«Џе «еж жб”е Ён д’е г‘ Џ«—Ё г” г Џ ћѕ« «бЌёнёе,surprise
«д« дЁ”н «б«ён Ќѕ ёЎ—н »ћѕ Ён «б«жбнг»н«ѕ ѕе ??,none
Ў«» «д« Џдѕн г‘ябе  «дн «д bein sport 9 «ббн Ёне« г ‘«  «б”ѕ » «Џе «б«жбнг»н«ѕ г‘ ‘џ«бе,none
Ўн» «б‘—нЁ ж «б‘нќ ж «бд«” «бн г «»Џе «б«жбнг»н«ѕ Џбн «б «нгб«нд ѕн Ё«÷не ж «‘Ўе гёжбд«‘ Ќ«ће бяд ”гн— «бн Џдѕе »«Ўде »Џѕ »я—е ѕе «не ! ????,none
ќ«нЁе??.,fear
Ў»Џ« «б«ќже «б”Џжѕннд Ёжё ѕг«џн ж—»д« нЏбг гѕн Ќ»н бб”Џжѕне жбяд «д ж«Ќѕ н—ЁЏ Џбг »бѕ џн— »бѕе Ён «Ё  «Ќ «б«жбнг»н«ѕ ѕе «янѕ гЌ «ћ  Ё”н—!!,surprise
”ƒ«б нЎ—Ќ дЁ”е ?? г’— —«Ќ  «б«жбнг»н«ѕ  Џгб «не њњ,surprise
»” еж Ёенѕ «бѕнЌ«дн »нбЏ» Ён Ё—нё «б«жбнг»н г‘ Ё—нё «бяжн  бнењ ег« гё«ЎЏнд «б«жбнг»н«ѕ њ Rio2016,none
ябд« гЏ«я н«”н”нябд« гЏя ёб»р ж р ж«ббе «бг” Џ«д,sympathy
"«ќб«ё «бЁ—”«д ° «ббе нд’—ег жнћ“«ег яб ќн—",sympathy
ж«ббен «д ж« гяд‘ бняж« Ќж«— «б«жбнг»н«ѕ Џбн ягне «бќ—е «ббн Ў«бЏе гд яб«г «бд«”,anger
ќ«нЁе «де г нЎбЏ ’ЌнЌ,fear
nahed ж«жжжж Ён яѕе ћг«б,surprise
«б«жбнг»н«ѕ е  ћ«» г’— ж е  бЏ» »ѕжд ћгеж—,none
«н ж«ббе я«д «ббе Ён Џждег жд’—ег н«—» Џбн «Џѕ«ег ж«г—ня«   жЏѕ »«Џ«ѕе «Ќ б«б «бЏ—«ё гх—е Ћ«дне гд «ћб «бдЁЎ Ќ»”н «ббе Џбнег,sympathy
б« гжћжѕ н« ‘ёнё н,joy
ќ«нЁ гд «б”—.. жб« ќ«нЁ  ёжб «бЌёнёењ жЁя—я «ббЏ»е «ббн —»н  гЏя яб «бЏг—.. гЏ «бЏг—  »ён »—н∆е!,fear
гЏбё ѕж—е «б”»«Ќе Ё «б«жбнг»н«ѕ ѕе «бд”ќе «б «дне б«»ж ЌЁнўе ж«ббе Ён «б’ж  ж«б«”бж» ????,none
‘ћЏж« г’— Ён «б«жбнг»н«ѕ е–е гћ—ѕ д»–е Џд «ег «б«бЏ«» . «б Ё«’нб ё«ѕге . нгядяг «бг‘«—яе Ён «бе«‘ «ћ б ѕЏгж« «»Ў«бд« » џ—нѕ« яг,none
»Џѕ г«яд« »дя”» гнѕ«бн«  ѕе» Ён «б«жбнг»н«ѕ   »ён «я — «б«гб ѕбжё  ”б”бе гЁ« нЌ,sadness
":   Faisal жб« г”б”б жб« ‘н° жЌѕе  Џнд  »ен∆е «б—н«÷е жћ« ќ»б я » гё«б “н жћее н ег «бЌ—нг «б”гнд«  »«б ќбЁ ж«дћ«» гѕЕ",anger
«Ќ”дн ќ«нЁе гд «бёѕ—«  «бнжг ??,fear
iil б« —«Ќ  ќбндн «ћ«ж“ Џбня н« жће «б»Џн— ќ—е Џбня жЏбн ”бг«д жЏбн «»жя ж«»ж ”бг«д н« Џ«е—е,anger
ггяд н»ён б”е «б”Ё— г«ћ«‘ «б«жбнг»н«ѕ Ўжнбе,none
"«б»Џ÷ нЏн‘ Ќ«б«  Ќ» жнЁ‘б жнхџбё «»ж«» ёб»№ј жнЏжѕ бЌ«бе «бнх г Ёб«  яд гдег °° Ё«бЌн«е  ќ »—д« б Џбгд« б« б Ќ»Ўд« «»ѕ« гд ћѕнѕ ?? ж  Ќц»",love
«д« ќ«нЁ гд «бЁ —е «бћ«не Џ‘«д Џ«—Ё «дн е ’ѕг ’ѕге жЌ‘е ћѕ« »” «д« «бн ЌЎн  дЁ”н Ён «бгж÷Џ ѕ« Џ‘«д г”гЏ ‘ яб«г «бд«” ????,fear
»бѕ ў—нЁе ћгнбе Ќ н «б«жбнг»н«ѕ 0 гнѕ«бн«  »д”»е 99.9% Ў» «Ќд« Ё«бЌнд Ён «не,none
«бяЁ«—Ё«“ж« Ён «б”»«Ќе ж«б—г«не ж—яж» «бќнб Ён «б«жбнг»н«ѕ гд ќ» ёЎ— ббнѕн ЌѕЋ »Џ÷ гд «ббџе «бЏ—»не —∆н” »ЏЋе г’— «”ге ЌЎ» жг” дннд гнѕбн« ,none
«ќж«дн «б«Ў»«Ѕ «д г гд «Ћгд Ћ—ж«  «бжЎд  «д г «Ћгд гд «бдЁЎ  Ћёж« »«д «бяб гЏяг ёб»« жё«б»«  «÷—«» «б«Ў»«Ѕ «бЏг«дннд5,sympathy
M L   »ћѕ «бЏ÷ге я»—  жб« «не ????,surprise
«Ё  Ќ«Ќ «б«жбнг»н«ѕ «бнжг «б”«Џе ж«Ќѕ Ён «ббнб  Rio2016,none
’«— «ббн яд  ќ«нЁе где ѕ«нг« бг« «‘жЁ е«бджЏ гд «бЏ—ж÷ «ёжб Ўн» бж »бЏ е ??,fear
»нёжбе«: г” Џѕ « ёѕг бя »я—е »” ећн» ‘»яе Ё÷е. ё«б бе: бне ‘«нЁдн ж«ќѕе г—я“  «дн Ё «б«жбнг»н«ѕ.  »«« бќЁе ѕг «ге« ????????,none
"‘нЅ б« н ’ж—е Џёб° ж«б«” нЏ«» беб «бЌёнёе »н”—ёя бЎ—нё ћдждя",surprise
MinaAtta  жбЏе« ж«ќ—»е« н«гндж Ё «ќ— нжг жбг«  —ћЏ е« жбЏ «я —   Џд Џ‘ён бб’ж—е ѕн,joy
«Џ«д «ббе ‘ќ’«р Ёёѕ «бяЋн— жб« “«б н» ”г ??,sympathy
: г’н— «бд”«Ѕ едш« гќнЁ ..!,fear
masry11     е–« н« ‘гжќ еж дЁ”е гЌгѕ «бЏ“«дн  еж џбЎ Џб∆ «беджЁ ‘ ге« »ёже ж«ббе  еж д–б,anger
«г «б»д  «ббн г«   Ён «б‘—жё Ќ«ће  гж   гж . —»д« н’»—ег н« —»  «б‘—жё,sympathy
я–« Ќѕ Ё«бѕЁЏе Џдѕн Џ «бЁн”»жя »н–«я—ж «ж—ћ«дня ж «д« «» ѕн  «ёбё ?? жб« »Ќ÷— ж б« »”«б ж ќ«нЁе »ћѕ няжд Ён яжн“ ж «д« гЏ—Ё‘ ЁгЌ÷—ж‘??????,fear
гЁн‘ г’—ннд е«нќ”—ж« Ќ«ће Ё «б«жбнг»н«ѕ «бде«—ѕе !,surprise
"н—гжд «ббжг Џбня °° н»ЏЋжд Ён ёб»я .. ж»Џѕ –бя нд”ждя °° ж ÷б «д   Ќ“д б«ћбег —џг «дег  г“нЁжд ..??????",sadness
«д« г» Ё—ћ‘ Џбн «б«жбнг»н«ѕ..»” «н Ќѕ Џдѕе «бёѕ—е «де ндћЌ «ж Ќ н нд«Ё” Џбн «бдћ«Ќ Ён «бў—жЁ «б÷«нЏе ѕн н” «еб яб  Ќне,none
«бЏб«ћ «»”Ў Ќёжёег  «б—Ќге  «дё–ж« «ЎЁ«б «б”—Ў«д,sympathy
Џ«н“ гЏ«Ё—е .. жгЁн‘ Ё «бЌ» ябге гёѕ—‘ ???,love
жЌнѕе б« г—”н бн Џбн ‘«Ў∆ «бЏ‘«ё,sadness
: ж Ён «бжё  «ббн «д« ќ«нЁе  г‘н ... г‘н ,fear
9x  ћн‘ «б«г—ня«д гд ѕ—»е ж”бЌе жг Ќ«бЁнд »Џ÷ег гд »Џ÷   Ќн« н,anger
б« н«‘нќ њ  ”гЏ  Џбн гнд  бЏ»е« њ  Ќ«жб  д’» Џбн џн—н г»Ўде е«««««е????????,anger
—нг гд’ж— «ббн ÷—»  «б”ег »—е «ббжЌе жгћ«‘ Ён «бћгеж— ЎбЏ  »д  «ббж«Ѕ гд’ж— ”Џнѕ жя«д гЎбЏе« «б«жбнг»н«ѕ  Ёя Џд дЁ”е« !  г’— —ёг ж«Ќѕ Ён,surprise
ж«бѕе« жж«бѕ е« « ябгж« «г»«—Ќ жё«бж« «ббн Ќ’б »«б Ё’нб —»д« н’»—ег жнЌЁў «»дег жнЏж÷ег ќн—,sympathy
"Џдѕн mixed feelings  ћ«е Ёж“ ”«—е ”гн— »гнѕ«бне «б«жбнг»н«ѕ° «ббн еж Ё—Ќ«де бне« ен ‘ќ’н«р я»д  ёѕ—    Ќѕн ж ж’б. бяд ќ”«—е Ё «б»бѕ г» ‘ћЏ‘.",none
б«  яд »б« Ќх».. ян б«  ‘Џ— »«дя гн . гх  Ён «бЌ» ж «»ё Ќн«р бб«»ѕ !  «бг»«ЌЋ жЁжбж—“ »нџдж« ббяндћ,love
MUFC 7: «ннн «бЌнд ЏЎжд« гƒ г— гж—нднж ќб д” г Џ   гж «бќ»б «ббн нёжб бб’ЌЁн «жб ёжб «”Ё Џ‘«д «ћ«ж»я,anger
гц“уё «бћџ—«Ён« «бЏ—»не ж«б«” Џг«— «бћѕнѕ ..њ ===========    нќЎнЅ гд нЏ ёѕ «д «б‘—ё «б«ж”Ў «б–н дЏ—Ёе »Ќѕжѕе...,sadness
Џбн «ќжн«  г‘ябе  н«»дн «—Ќгдн,anger
«б«жбнг»н«ѕ ‘џ«бе ж«бг’—ннд ‘џ«бнд нћн»ж« –е»н«  Ён »Ўжб«  ќ«—ћне ѕе Ёя— ќ«—ћ «б’дѕжё  EGY,none
"«бяжн  гжёжЁе гд «ббЏ» Ён «б«жбнг»н«ѕ°Џб‘«д яѕ« б«Џбг «бяжн  ен —ЁЏ жб« ”б«ге« «бжЎдн ен Џ“Ё  Ёеѕ «бѕнЌ«дн",none
"«Ё —«Ѕ я«–» ж»«Ўб ...«бяжн  г” ёбе жгд  «””  °»б«‘ я–»",anger
«бгнѕ«бн«  «бѕе» «ббн ќѕе«  Ёнбн»” бж«Ќѕе «я — г «ббн ќѕже« ж«ббн енќѕже« »ЏЋ«  22ѕжбе Џ—»не  «б«жбнг»н«ѕ  —нж2016,none
»” ж«÷Ќ «дя ћ«н»е «б«жбнг»н«ѕ гд «жбе« .. е г‘н гЏ  жён «  «б»—«“нб яѕ« бЌѕ г«  ќб’њњ,surprise
яб ќн————,joy
fofo  «бЌгѕ ббе Џг—н г«–я—  ‘н я«–» жЏ‘  гЏ Џ‘ён «б« Ќ«ѕ «бЌбже ж«бг—е жб”  »гЎ»б б«Ќѕ жбяд «Ќ —г ж«ё»б —«” гд ёѕг бж ёбнб бЏ‘ён,love
‘«еѕ  яЁн—н няЁ— «б‘нќ ”Џнѕ »д г”Ё—,anger
"гЌгжѕ «бгбнћн ѕе Џўнг ж«ббе°  Ќ” «д ЁЏб«р я«д Ёне « ё«д Ён «бЏгб° «бЁнбг Ёнбг° ж«бггЋб ггЋб° ж«бЌж«— Ќж«—.",love
б«  я”— ёб»р« н—«я «ћгб ёѕ— »Ќн« е !  ”яЏ  «бг  ќн»е,sadness
"г‘ ен»ён бнд« ёнге Ён «б«жбнг»н«ѕ ѕн Ўжб г« ен гЁне«‘ «”яж«‘ ° ж н« —» нѕќбже ё»б г« «»Ў«бд« н‘ѕж« яхбе",sadness
sayed:  ”«я нд бне «б«‘я«б ѕн —Ё÷  «бё—÷ «н«г ѕя ж— г—”н .жё«бж« «‘Џ«— ..ѕбжё н «бё—÷ »ён »«бё‘Ўе ..дгж  дгж  жнЌн« «бё—÷ !,anger
"» д”«дн њ «д« « Ќѕ«я  д”«дн ° «д« д»÷я : ЌЎ нѕя Џ ёб»я ж» бё«дн ??  «бн «ббнб??  —«г”нд »Џѕд«??",love
"н ЌѕЋжд Џд «бг” ё»б° Ё«—н «бѕгжЏ «бЌ»н”е Ён «Џнд «б«ЎЁ«б жѕг«Ѕ г д«Ћ—е бб‘»«». ...ќн«де ж–е» «”жѕ б«ћбе »«Џж« «б»б«ѕ",sadness
«бЌ» «б–н н‘џбя Џд дЁ”я ж  же Џбн «Џ «» ѕё« е.. »б« ќЎн бѕ—»  ћѕя .. «гд »е,love
«д  Ќ»н»н н« ’«бЌ »” «бЁнЁж—н  » «Џ я ёбнбнд XD,joy
«б«жбнг»н«ѕ ѕн ћ«не Ён жё е« е ÷нЏ ‘жне жё  Ќбжнд ??,joy
”Џжѕн«  дЎ«б» »«”ё«Ў «бжб«не9 н—нѕжд «бж’жб «б∆ «бг—«Ѕе н еже н —яж« Ќ—нг «бЏ«бг жнб Ё ж« ббг—«Ѕе «б”Џжѕне «бѕ—е «бг’жде ????,anger
: ну« ”«яцднду »цёубъ»цн  гу ун «уЁхж“х »цёх—ъ»ц ”убу»у хгхждцн жубуяцдъ  «уду« «б”ушЏцнѕх »ц”убъ»цн,love
"«д  » Џѕ Џд Ќ» «б–« ° ж ёЏ Ён Ќ» «б«ќ—",love
:  д«Ё–е Џбн г’— | гЌгѕ ћгнб : «бџ—» бг« нЌ—я ”«яд«р Џдѕг« ‘«еѕ «бѕнгё—«Ўне  ё б »«б—’«’,sadness
жбн «бЏеѕ нгдЏ «б«ќ б«Ў »б«  жћЏжд —«”яг » »Џ»Џ «б«ќ б«Ў. «»дж «б”Џжѕне «бЎ«»ё «бЋ«дн ж”ядж« Ёне «бЌ—нг. г«ўд н »  ‘«Ёжд «б« я–«,anger
